chr,start,end,peak_id,score
chr4,3686967,3687741,peak_04850,881
chr4,3690391,3690670,peak_03963,87
chr4,3693349,3695099,peak_02525,772
chr4,3699061,3700113,peak_02357,99
chr4,3715198,3716536,peak_00021,34
chr4,3733710,3735006,peak_01709,690
chr4,3745993,3747894,peak_04768,828
chr4,3792287,3792614,peak_02311,63
chr4,3805393,3806162,peak_04000,186
chr4,3844196,3845066,peak_02169,478
chr4,3850982,3852264,peak_04666,41
chr4,3872411,3872931,peak_04072,494
chr4,3876356,3877527,peak_03356,646
chr4,3899715,3900540,peak_02282,945
chr4,3933972,3935951,peak_03236,928
chr4,3934725,3935264,peak_03775,946
chr4,3936414,3936876,peak_01253,849
chr4,3943113,3944872,peak_04970,468
chr4,3950086,3950655,peak_00637,258
chr4,3954407,3955836,peak_02988,482
chr4,3966616,3967264,peak_02729,203
chr4,3966849,3968073,peak_04250,883
chr4,4025600,4027164,peak_03159,374
chr4,4039442,4040311,peak_01116,733
chr4,4079150,4080128,peak_04233,241
chr4,4082624,4083400,peak_00793,541
chr4,4088239,4089322,peak_03776,660
chr4,4100926,4101955,peak_04703,580
chr4,4115346,4116897,peak_04088,257
chr4,4118849,4119686,peak_02869,286
chr4,4154471,4155104,peak_04034,378
chr4,4162948,4163152,peak_00713,35
chr4,4188429,4189440,peak_04061,845
chr4,4189435,4190049,peak_00676,382
chr4,4191451,4192839,peak_01494,381
chr4,4240970,4242753,peak_01684,886
chr4,4253617,4255329,peak_00472,799
chr4,4263240,4264343,peak_01508,108
chr4,4277511,4278493,peak_03979,791
chr4,4287440,4288536,peak_03263,815
chr4,4317991,4319674,peak_02347,760
chr4,4318905,4320683,peak_00330,163
chr4,4343139,4344098,peak_00019,245
chr4,4343395,4345153,peak_03007,779
chr4,4349224,4350748,peak_04093,491
chr4,4369456,4370964,peak_00418,358
chr4,4380222,4380712,peak_00185,121
chr4,4415584,4416638,peak_04572,75
chr4,4435069,4435352,peak_00142,131
chr4,4438685,4439559,peak_03509,162
chr4,4485121,4486478,peak_01391,389
chr4,4486885,4487712,peak_03458,128
chr4,4551458,4552756,peak_03051,837
chr4,4551984,4553116,peak_01173,340
chr4,4572956,4573632,peak_01601,614
chr4,4581893,4582482,peak_00304,678
chr4,4593959,4594835,peak_03506,378
chr4,4614658,4614938,peak_04363,209
chr4,4618271,4619486,peak_01039,83
chr4,4649821,4650191,peak_00654,274
chr4,4673909,4675752,peak_03617,646
chr4,4675520,4675693,peak_01423,439
chr4,4708080,4709022,peak_02414,603
chr4,4709622,4710237,peak_02832,871
chr4,4720670,4722047,peak_02228,962
chr4,4733268,4734702,peak_01465,573
chr4,4745989,4747609,peak_01688,355
chr4,4760697,4761764,peak_04785,616
chr4,4762783,4762908,peak_02977,69
chr4,4797977,4799317,peak_01144,750
chr4,4799860,4801533,peak_03984,697
chr4,4847910,4849099,peak_02188,168
chr4,4870709,4872413,peak_04732,191
chr4,4877422,4878480,peak_00378,177
chr4,4881714,4883016,peak_01015,575
chr4,4893826,4894895,peak_01048,474
chr4,4896621,4898196,peak_01975,120
chr4,4950250,4950623,peak_01114,72
chr4,5001297,5002652,peak_03944,176
chr4,5013657,5013990,peak_03110,868
chr4,5038332,5039768,peak_04038,520
chr4,5053264,5054180,peak_00640,450
chr4,5058354,5059962,peak_02331,985
chr4,5058458,5058916,peak_00256,684
chr4,5071534,5073187,peak_00450,370
chr4,5081324,5081915,peak_04841,944
chr4,5082355,5083335,peak_01711,284
chr4,5083755,5083912,peak_01761,282
chr4,5087471,5088362,peak_02220,516
chr4,5142644,5144517,peak_02576,291
chr4,5164953,5165629,peak_01726,266
chr4,5176315,5177128,peak_00055,951
chr4,5183551,5185159,peak_02406,634
chr4,5195187,5195926,peak_04878,466
chr4,5195300,5195507,peak_01875,916
chr4,5202621,5203357,peak_00549,846
chr4,5206749,5207758,peak_01665,516
chr4,5215809,5216382,peak_01275,45
chr4,5242572,5242875,peak_00546,300
chr4,5258270,5259227,peak_00556,554
chr4,5315406,5316452,peak_01677,850
chr4,5325773,5326049,peak_00964,608
chr4,5332246,5332607,peak_01197,177
chr4,5336101,5338002,peak_03642,962
chr4,5347759,5348198,peak_00081,97
chr4,5356170,5357702,peak_04159,151
chr4,5367500,5368569,peak_03968,795
chr4,5388183,5389653,peak_04968,562
chr4,5441359,5441989,peak_00887,113
chr4,5444229,5444774,peak_01578,126
chr4,5475646,5475876,peak_04160,562
chr4,5482010,5482245,peak_04074,426
chr4,5482967,5483778,peak_04372,952
chr4,5488562,5490363,peak_04564,238
chr4,5505688,5507285,peak_00447,412
chr4,5529290,5530240,peak_02526,329
chr4,5532007,5532890,peak_04536,594
chr4,5546864,5548738,peak_02529,338
chr4,5557302,5557744,peak_04745,536
chr4,5564269,5564715,peak_03796,787
chr4,5574310,5576116,peak_02241,700
chr4,5592467,5592772,peak_04157,440
chr4,5639719,5640932,peak_03258,134
chr4,5647330,5647809,peak_01899,130
chr4,5655566,5657476,peak_03846,746
chr4,5661099,5662645,peak_04782,655
chr4,5685373,5686063,peak_02363,389
chr4,5718267,5718954,peak_04301,174
chr4,5718857,5719790,peak_02084,916
chr4,5720589,5721639,peak_04514,432
chr4,5747023,5748747,peak_01948,265
chr4,5747084,5748591,peak_01032,589
chr4,5773539,5775488,peak_01345,613
chr4,5797964,5799148,peak_01118,903
chr4,5805727,5805917,peak_00830,527
chr4,5834977,5835185,peak_03226,810
chr4,5837391,5838210,peak_00923,285
chr4,5838528,5839079,peak_01964,805
chr4,5840934,5841173,peak_00674,835
chr4,5842318,5843625,peak_00025,190
chr4,5844327,5844717,peak_01939,523
chr4,5854199,5854593,peak_01989,342
chr4,5884312,5885844,peak_02360,955
chr4,5887252,5888469,peak_03118,947
chr4,5896466,5896689,peak_04180,965
chr4,5899242,5900127,peak_01954,257
chr4,5914361,5916230,peak_04245,761
chr4,5934779,5935169,peak_01836,368
chr4,5948308,5950043,peak_00901,402
chr4,5998465,6000336,peak_00754,401
chr4,6005228,6006264,peak_03753,513
chr4,6013764,6015588,peak_04607,760
chr4,6030600,6031968,peak_00918,868
chr4,6033785,6033977,peak_01968,499
chr4,6034609,6034998,peak_00933,575
chr4,6056664,6058574,peak_02516,943
chr4,6060749,6061954,peak_01662,611
chr4,6077004,6078163,peak_03682,923
chr4,6082057,6083717,peak_00196,223
chr4,6102744,6103909,peak_02186,519
chr4,6114550,6114763,peak_01278,831
chr4,6138589,6139940,peak_04764,664
chr4,6139713,6140941,peak_02685,828
chr4,6161071,6163066,peak_04840,479
chr4,6169952,6170246,peak_03866,829
chr4,6189839,6190489,peak_00707,796
chr4,6200819,6201305,peak_04380,479
chr4,6201134,6201974,peak_01002,744
chr4,6311664,6311913,peak_03512,28
chr4,6312671,6314004,peak_00874,689
chr4,6324294,6324500,peak_02836,379
chr4,6333198,6333881,peak_02040,326
chr4,6367702,6368543,peak_00840,470
chr4,6403823,6404657,peak_02783,902
chr4,6404829,6406140,peak_03565,844
chr4,6411034,6412786,peak_00882,381
chr4,6421369,6423268,peak_03636,167
chr4,6434268,6435035,peak_00806,269
chr4,6442009,6442604,peak_00814,202
chr4,6444622,6444757,peak_03002,975
chr4,6450629,6451030,peak_00995,239
chr4,6459585,6459995,peak_00103,766
chr4,6529629,6530422,peak_02949,661
chr4,6543047,6544856,peak_02885,103
chr4,6547174,6549108,peak_00155,826
chr4,6554030,6554778,peak_02400,710
chr4,6564030,6565589,peak_04851,906
chr4,6577111,6578737,peak_02723,96
chr4,6585895,6587744,peak_01803,437
chr4,6606931,6608521,peak_04112,326
chr4,6614092,6615598,peak_01854,221
chr4,6625200,6627049,peak_02467,949
chr4,6635977,6637650,peak_03066,200
chr4,6638990,6639428,peak_01951,452
chr4,6659221,6660101,peak_04331,859
chr4,6661499,6661836,peak_02134,76
chr4,6663570,6664987,peak_00283,690
chr4,6683727,6684974,peak_00620,693
chr4,6693954,6694508,peak_04367,501
chr4,6696511,6696782,peak_01468,74
chr4,6708882,6709163,peak_03708,967
chr4,6714421,6715204,peak_03913,899
chr4,6758154,6759447,peak_02034,168
chr4,6762448,6763603,peak_04187,450
chr4,6779864,6780141,peak_03954,809
chr4,6780061,6780595,peak_03032,314
chr4,6787768,6789679,peak_01529,255
chr4,6823012,6823869,peak_01022,441
chr4,6825919,6827058,peak_04461,314
chr4,6829205,6830745,peak_00701,304
chr4,6829640,6829767,peak_01746,225
chr4,6831115,6831831,peak_02280,714
chr4,6860723,6861541,peak_02993,981
chr4,6862393,6864388,peak_00978,516
chr4,6882496,6884188,peak_02412,281
chr4,6950367,6951294,peak_01879,282
chr4,6966365,6966913,peak_03428,165
chr4,6988405,6988719,peak_01266,772
chr4,7005576,7005918,peak_04609,486
chr4,7008902,7009503,peak_02441,576
chr4,7023914,7024627,peak_00611,662
chr4,7039200,7039356,peak_00426,672
chr4,7051742,7053117,peak_00960,602
chr4,7109451,7110523,peak_00623,936
chr4,7109491,7110526,peak_02328,670
chr4,7157956,7158768,peak_00991,875
chr4,7172598,7173925,peak_00183,497
chr4,7173869,7174890,peak_00647,86
chr4,7174087,7175682,peak_01674,305
chr4,7190814,7192639,peak_01560,504
chr4,7193055,7194979,peak_00977,534
chr4,7196058,7197916,peak_03563,216
chr4,7207406,7208831,peak_03986,785
chr4,7209832,7211665,peak_03205,590
chr4,7266559,7268433,peak_04899,583
chr4,7274607,7274748,peak_01349,825
chr4,7302217,7302513,peak_04303,665
chr4,7314106,7315089,peak_04859,759
chr4,7317346,7319340,peak_01374,100
chr4,7324291,7325913,peak_00172,190
chr4,7328268,7329547,peak_00249,530
chr4,7329976,7330115,peak_03558,46
chr4,7331154,7332177,peak_04596,558
chr4,7331350,7332993,peak_02903,711
chr4,7343453,7343650,peak_04551,734
chr4,7350362,7352165,peak_02841,55
chr4,7410579,7411705,peak_03386,485
chr4,7433041,7433827,peak_02276,753
chr4,7433661,7434215,peak_01543,109
chr4,7454646,7455778,peak_03935,262
chr4,7463251,7465138,peak_00036,866
chr4,7473089,7473897,peak_02840,127
chr4,7473938,7475057,peak_03672,430
chr4,7475718,7477047,peak_04746,571
chr4,7496039,7497535,peak_01884,884
chr4,7551898,7553840,peak_00170,64
chr4,7553562,7553877,peak_00854,981
chr4,7562935,7563328,peak_02785,807
chr4,7568862,7569314,peak_00169,277
chr4,7577644,7578500,peak_01271,99
chr4,7588322,7590233,peak_02778,553
chr4,7616029,7617603,peak_03164,389
chr4,7619076,7619293,peak_04329,304
chr4,7633412,7634785,peak_00132,153
chr4,7650755,7652649,peak_01598,370
chr4,7661141,7661484,peak_02026,947
chr4,7664953,7666475,peak_02091,960
chr4,7676317,7678277,peak_00997,977
chr4,7696335,7698224,peak_01407,618
chr4,7704012,7704585,peak_02428,62
chr4,7710193,7711489,peak_02514,776
chr4,7710268,7710965,peak_00523,699
chr4,7710455,7711317,peak_01298,720
chr4,7726373,7728028,peak_02238,499
chr4,7729397,7731100,peak_03499,732
chr4,7739745,7741227,peak_04907,782
chr4,7749582,7751398,peak_03778,177
chr4,7777349,7778129,peak_03679,959
chr4,7792485,7794246,peak_00404,634
chr4,7805538,7807054,peak_01770,461
chr4,7809539,7810392,peak_04413,731
chr4,7810662,7811258,peak_00847,949
chr4,7817569,7818687,peak_03514,272
chr4,7847475,7849090,peak_03998,535
chr4,7851829,7853163,peak_03573,933
chr4,7887088,7888581,peak_04175,90
chr4,7899112,7900056,peak_03439,896
chr4,7899142,7899301,peak_02478,289
chr4,7918912,7920882,peak_03852,556
chr4,7921228,7921792,peak_03347,75
chr4,7926151,7927665,peak_00420,140
chr4,7926398,7928092,peak_03332,863
chr4,7929901,7931719,peak_02843,764
chr4,7961184,7961659,peak_01579,504
chr4,7967501,7968024,peak_03101,942
chr4,7999859,8001737,peak_04108,848
chr4,8006912,8007858,peak_04117,997
chr4,8031852,8033690,peak_04981,357
chr4,8052199,8053281,peak_03421,426
chr4,8053206,8054635,peak_04992,430
chr4,8059635,8059977,peak_01504,411
chr4,8060295,8062125,peak_01248,957
chr4,8065823,8066839,peak_02851,130
chr4,8092523,8094442,peak_01642,110
chr4,8157375,8158067,peak_02948,26
chr4,8160880,8161522,peak_02079,16
chr4,8184926,8185874,peak_04983,921
chr4,8192207,8194069,peak_04393,346
chr4,8198494,8199425,peak_00154,606
chr4,8202056,8202257,peak_02252,610
chr4,8233941,8235200,peak_03474,277
chr4,8238615,8240295,peak_00288,782
chr4,8325628,8327361,peak_00274,811
chr4,8351082,8352799,peak_02879,671
chr4,8354359,8356045,peak_03706,548
chr4,8370218,8371285,peak_00866,203
chr4,8400992,8402959,peak_00836,662
chr4,8406795,8408391,peak_00786,964
chr4,8415282,8415543,peak_01168,659
chr4,8417630,8418879,peak_02168,942
chr4,8463650,8464874,peak_02416,439
chr4,8477543,8478728,peak_02102,852
chr4,8478836,8480211,peak_02221,241
chr4,8489600,8491382,peak_02418,330
chr4,8505944,8507251,peak_03688,547
chr4,8511107,8512532,peak_04920,236
chr4,8524458,8525352,peak_03658,468
chr4,8559305,8559708,peak_02586,706
chr4,8574276,8575908,peak_00143,929
chr4,8608967,8609264,peak_04870,77
chr4,8614145,8614539,peak_01026,489
chr4,8638782,8639752,peak_00193,809
chr4,8645204,8646244,peak_04645,592
chr4,8657988,8659736,peak_04476,196
chr4,8674281,8674415,peak_03463,329
chr4,8681565,8682897,peak_02842,228
chr4,8710599,8710859,peak_00125,724
chr4,8717163,8717386,peak_01625,566
chr4,8741584,8742115,peak_04541,634
chr4,8745599,8745959,peak_01660,425
chr4,8793536,8794567,peak_00735,476
chr4,8803182,8804690,peak_01666,533
chr4,8804303,8804832,peak_00612,663
chr4,8814171,8815586,peak_04570,590
chr4,8837038,8838462,peak_00812,59
chr4,8840307,8842221,peak_03031,204
chr4,8846626,8846978,peak_03982,735
chr4,8851730,8853436,peak_03396,95
chr4,8900511,8901829,peak_00117,275
chr4,8918935,8919331,peak_03337,251
chr4,8959957,8960314,peak_00984,36
chr4,8961645,8962738,peak_03854,900
chr4,8983854,8985161,peak_01499,459
chr4,9019501,9021025,peak_04297,755
chr4,9022780,9024346,peak_03207,919
chr4,9024464,9024738,peak_00925,558
chr4,9042009,9042125,peak_03771,792
chr4,9057162,9057402,peak_04377,686
chr4,9084401,9085559,peak_03451,680
chr4,9099539,9100481,peak_02038,875
chr4,9109093,9110946,peak_01820,932
chr4,9127450,9129355,peak_03826,767
chr4,9138193,9138426,peak_03492,498
chr4,9190704,9191714,peak_01110,51
chr4,9220443,9222245,peak_02604,437
chr4,9222621,9223748,peak_02818,588
chr4,9233257,9234365,peak_04895,133
chr4,9240395,9240518,peak_00896,174
chr4,9288413,9289860,peak_00791,376
chr4,9293402,9293873,peak_03772,237
chr4,9297262,9298359,peak_00603,105
chr4,9302325,9302888,peak_03716,876
chr4,9313587,9314033,peak_02291,724
chr4,9351426,9353375,peak_02741,917
chr4,9355039,9356063,peak_00512,922
chr4,9355439,9357426,peak_04559,61
chr4,9359978,9361242,peak_02271,170
chr4,9365508,9365898,peak_04622,310
chr4,9380264,9382002,peak_00487,401
chr4,9383883,9384354,peak_03235,322
chr4,9390811,9392575,peak_03297,186
chr4,9468111,9469975,peak_02019,30
chr4,9474533,9475250,peak_04821,722
chr4,9495092,9495736,peak_00298,330
chr4,9505210,9506778,peak_00173,264
chr4,9524449,9525718,peak_02728,548
chr4,9529513,9529614,peak_01775,856
chr4,9543052,9543588,peak_04913,996
chr4,9587210,9588245,peak_00535,274
chr4,9654720,9656311,peak_00105,784
chr4,9688517,9690065,peak_03233,867
chr4,9711207,9711314,peak_02028,246
chr4,9716490,9717134,peak_02800,817
chr4,9745545,9745757,peak_04902,932
chr4,9799155,9800195,peak_02304,667
chr4,9808455,9808924,peak_04319,836
chr4,9822274,9823523,peak_02274,352
chr4,9838772,9839576,peak_00231,134
chr4,9844620,9846352,peak_04066,32
chr4,9855158,9855369,peak_00653,963
chr4,9860166,9860397,peak_00354,965
chr4,9884279,9885929,peak_03833,841
chr4,9902796,9902990,peak_02149,17
chr4,9907343,9908226,peak_04540,874
chr4,9911793,9912932,peak_01252,707
chr4,9914404,9914996,peak_04998,760
chr4,9944601,9945344,peak_00153,544
chr4,9999995,10000248,peak_04234,75
chr4,10005090,10005763,peak_01487,58
chr4,10008142,10008310,peak_02670,648
chr4,10024662,10026453,peak_03853,382
chr4,10026837,10028664,peak_04048,642
chr4,10049168,10049605,peak_03468,757
chr4,10057689,10058996,peak_04422,794
chr4,10057971,10059906,peak_04593,380
chr4,10064981,10065886,peak_04482,720
chr4,10071049,10072473,peak_04204,492
chr4,10103436,10104817,peak_01448,115
chr4,10115647,10116551,peak_03247,872
chr4,10163831,10165305,peak_04544,554
chr4,10193597,10195165,peak_04165,936
chr4,10218747,10220450,peak_04173,658
chr4,10245178,10245687,peak_02199,153
chr4,10250260,10251432,peak_01358,271
chr4,10275736,10277604,peak_00822,474
chr4,10296429,10297756,peak_02401,533
chr4,10304587,10305796,peak_02736,938
chr4,10317233,10317564,peak_04715,35
chr4,10325990,10326145,peak_01991,147
chr4,10337776,10338959,peak_02935,107
chr4,10341414,10343022,peak_04943,407
chr4,10347031,10347600,peak_01913,836
chr4,10347985,10348168,peak_00970,240
chr4,10369664,10370491,peak_00029,301
chr4,10392621,10393936,peak_01785,423
chr4,10397217,10397442,peak_01546,822
chr4,10447220,10447716,peak_02692,51
chr4,10453839,10455519,peak_00285,572
chr4,10457523,10459238,peak_00305,795
chr4,10458379,10459134,peak_04739,922
chr4,10460216,10461780,peak_04176,332
chr4,10473712,10474398,peak_00777,825
chr4,10474515,10475008,peak_00114,758
chr4,10477006,10477268,peak_02115,511
chr4,10489949,10491599,peak_02092,444
chr4,10511694,10513526,peak_02074,687
chr4,10521468,10521852,peak_01064,576
chr4,10524289,10526070,peak_02068,672
chr4,10532928,10533703,peak_00834,697
chr4,10534710,10536587,peak_03319,549
chr4,10550750,10552183,peak_03639,190
chr4,10560154,10561798,peak_01967,850
chr4,10594122,10594712,peak_04867,288
chr4,10680988,10682407,peak_04605,891
chr4,10711868,10713340,peak_04535,41
chr4,10733472,10735245,peak_03343,174
chr4,10733995,10735207,peak_04954,167
chr4,10753085,10753203,peak_02915,327
chr4,10774696,10775439,peak_01570,997
chr4,10778501,10779625,peak_02190,579
chr4,10799023,10799424,peak_04677,891
chr4,10801355,10802654,peak_03726,412
chr4,10848036,10848335,peak_04800,668
chr4,10887696,10888081,peak_03546,654
chr4,10888035,10888781,peak_04166,561
chr4,10889714,10891363,peak_01498,97
chr4,10911894,10913031,peak_03256,149
chr4,10920073,10920197,peak_01069,971
chr4,10947371,10948511,peak_01572,666
chr4,10949142,10949638,peak_01447,700
chr4,10959193,10960424,peak_01225,796
chr4,10959997,10961978,peak_00538,379
chr4,10960268,10960564,peak_03391,864
chr4,10967024,10968759,peak_03478,255
chr4,10967315,10969236,peak_02997,227
chr4,10977265,10978813,peak_02999,988
chr4,10982734,10982872,peak_02002,354
chr4,11026445,11026983,peak_00765,944
chr4,11035423,11035678,peak_01009,992
chr4,11046496,11047126,peak_03223,237
chr4,11071152,11072200,peak_01667,324
chr4,11096995,11098461,peak_04629,804
chr4,11102057,11102272,peak_01285,322
chr4,11129343,11131038,peak_04111,16
chr4,11159566,11160398,peak_03676,897
chr4,11171332,11172447,peak_01517,766
chr4,11173959,11175777,peak_04156,552
chr4,11182476,11182686,peak_02488,450
chr4,11195176,11195289,peak_01733,895
chr4,11195612,11196555,peak_01811,495
chr4,11203696,11204680,peak_04196,921
chr4,11218870,11219679,peak_03154,648
chr4,11220027,11220139,peak_03464,730
chr4,11252352,11253781,peak_01328,703
chr4,11264154,11265450,peak_01476,260
chr4,11280413,11280800,peak_00454,420
chr4,11293866,11294499,peak_00261,787
chr4,11301283,11302018,peak_04364,665
chr4,11302049,11302957,peak_04265,927
chr4,11309665,11311645,peak_01823,397
chr4,11369729,11370759,peak_04880,351
chr4,11383082,11383888,peak_03204,957
chr4,11424093,11424274,peak_03339,549
chr4,11449924,11450211,peak_04031,837
chr4,11460335,11461003,peak_02294,693
chr4,11469126,11470444,peak_03267,32
chr4,11484068,11485277,peak_00469,838
chr4,11498784,11499842,peak_00342,625
chr4,11501242,11503204,peak_00440,469
chr4,11520115,11521848,peak_00682,753
chr4,11530197,11530469,peak_02260,950
chr4,11566442,11567380,peak_02976,415
chr4,11567198,11568536,peak_00195,577
chr4,11592770,11594139,peak_02301,228
chr4,11594707,11595381,peak_03131,544
chr4,11600421,11601383,peak_03856,507
chr4,11614866,11615793,peak_01634,571
chr4,11620717,11621950,peak_02611,175
chr4,11630217,11631189,peak_00108,830
chr4,11635298,11635594,peak_04033,272
chr4,11650693,11651932,peak_00208,741
chr4,11653847,11655748,peak_03338,905
chr4,11658862,11659365,peak_03725,427
chr4,11677996,11679562,peak_02638,659
chr4,11680498,11681049,peak_00838,713
chr4,11681531,11682135,peak_00935,122
chr4,11709887,11711277,peak_01804,843
chr4,11709957,11711083,peak_02807,71
chr4,11740524,11742116,peak_03631,158
chr4,11753339,11755256,peak_03924,589
chr4,11778882,11779753,peak_03364,641
chr4,11790097,11791211,peak_03677,112
chr4,11798732,11800729,peak_02464,416
chr4,11814860,11816255,peak_04942,749
chr4,11860059,11861193,peak_01410,848
chr4,11889758,11891646,peak_04155,420
chr4,11902854,11903553,peak_01272,913
chr4,11925415,11926474,peak_04721,499
chr4,11932441,11932740,peak_03171,474
chr4,11967489,11969042,peak_03901,355
chr4,11969008,11970871,peak_03996,407
chr5,516731,518285,peak_02225,396
chr5,524004,524790,peak_02385,82
chr5,527644,529326,peak_00465,793
chr5,549237,549884,peak_02018,673
chr5,556526,558292,peak_03406,351
chr5,574644,575034,peak_00244,133
chr5,593544,595424,peak_04687,562
chr5,596427,597846,peak_00609,344
chr5,605608,607442,peak_01111,220
chr5,626465,627454,peak_00434,59
chr5,633461,634891,peak_00109,345
chr5,648232,648478,peak_01316,36
chr5,652691,654549,peak_01019,173
chr5,678957,679521,peak_02704,255
chr5,697793,698269,peak_01214,955
chr5,709725,711422,peak_00584,192
chr5,711158,712858,peak_00805,263
chr5,718492,719090,peak_03054,842
chr5,724195,725780,peak_01080,51
chr5,729258,729854,peak_01369,374
chr5,730819,731779,peak_04756,326
chr5,734027,734410,peak_02899,437
chr5,744933,745532,peak_03740,118
chr5,762144,763145,peak_03088,471
chr5,766476,767006,peak_02677,773
chr5,822606,823999,peak_02943,173
chr5,844492,845824,peak_03819,367
chr5,865643,866318,peak_01716,628
chr5,889589,890778,peak_04505,194
chr5,911606,912933,peak_00353,547
chr5,936988,937464,peak_03282,882
chr5,945790,947154,peak_04701,837
chr5,947411,949323,peak_03887,68
chr5,956439,957546,peak_02522,129
chr5,975882,977856,peak_00514,622
chr5,983646,985334,peak_04941,841
chr5,995146,996925,peak_04116,716
chr5,1056207,1056771,peak_03191,296
chr5,1065633,1066678,peak_01806,715
chr5,1072946,1073918,peak_04651,603
chr5,1094648,1096618,peak_00861,334
chr5,1103093,1104737,peak_02242,472
chr5,1128763,1129638,peak_01005,184
chr5,1180387,1181569,peak_00952,850
chr5,1189949,1190424,peak_00431,516
chr5,1245618,1245727,peak_04366,38
chr5,1255896,1257144,peak_03432,571
chr5,1272811,1274706,peak_04484,400
chr5,1272884,1274008,peak_02253,756
chr5,1279933,1280562,peak_02931,782
chr5,1311496,1311827,peak_03112,668
chr5,1348518,1349030,peak_04235,359
chr5,1377836,1379022,peak_04055,351
chr5,1407460,1409151,peak_02528,515
chr5,1421642,1422737,peak_04808,970
chr5,1476266,1477239,peak_02361,913
chr5,1480956,1482230,peak_04019,340
chr5,1499511,1500588,peak_02672,944
chr5,1513996,1515943,peak_02891,564
chr5,1514998,1515119,peak_01568,637
chr5,1517478,1519351,peak_02078,317
chr5,1547248,1548927,peak_03855,962
chr5,1561725,1563701,peak_00642,140
chr5,1568590,1569685,peak_04696,560
chr5,1577169,1578468,peak_03830,831
chr5,1600816,1602225,peak_02135,307
chr5,1604947,1606530,peak_00526,677
chr5,1609515,1611146,peak_02795,287
chr5,1612549,1613598,peak_03436,734
chr5,1653686,1655147,peak_04405,782
chr5,1654094,1654496,peak_01419,406
chr5,1685733,1686833,peak_04475,598
chr5,1723834,1725481,peak_01987,910
chr5,1728879,1730734,peak_00209,72
chr5,1729502,1731373,peak_03549,689
chr5,1738506,1740251,peak_04015,772
chr5,1748208,1749552,peak_03272,663
chr5,1760693,1762026,peak_01553,985
chr5,1761695,1763276,peak_04972,974
chr5,1765334,1767282,peak_02973,130
chr5,1765786,1766792,peak_03801,189
chr5,1768670,1770318,peak_03712,562
chr5,1863358,1864094,peak_02703,994
chr5,1869722,1869894,peak_00060,521
chr5,1872711,1874274,peak_00709,173
chr5,1879430,1879722,peak_04067,767
chr5,1883387,1884657,peak_03507,515
chr5,1889916,1891599,peak_03444,275
chr5,1890569,1891026,peak_00111,205
chr5,1915714,1916474,peak_01926,434
chr5,1923015,1924899,peak_03690,570
chr5,1971261,1972422,peak_01815,949
chr5,1986771,1988498,peak_01638,969
chr5,2000922,2002226,peak_03099,948
chr5,2007312,2008434,peak_04657,890
chr5,2019967,2020331,peak_01495,417
chr5,2038790,2040368,peak_03531,137
chr5,2042578,2042977,peak_01246,184
chr5,2045724,2046029,peak_03820,765
chr5,2056490,2057725,peak_01095,108
chr5,2056733,2058726,peak_04922,139
chr5,2066560,2067039,peak_04877,675
chr5,2070031,2070624,peak_03802,602
chr5,2084985,2085964,peak_03073,254
chr5,2100724,2102234,peak_04016,371
chr5,2102683,2103715,peak_02129,724
chr5,2127764,2129584,peak_02914,150
chr5,2136164,2136369,peak_00357,62
chr5,2175709,2176846,peak_03966,495
chr5,2208696,2209904,peak_03717,625
chr5,2212964,2214764,peak_03884,352
chr5,2232976,2233536,peak_00560,48
chr5,2239788,2240997,peak_01120,377
chr5,2250890,2251633,peak_04938,927
chr5,2260509,2261120,peak_02853,418
chr5,2263319,2263856,peak_04853,920
chr5,2267997,2268867,peak_00376,568
chr5,2321699,2321914,peak_02636,939
chr5,2339868,2341856,peak_01138,204
chr5,2348800,2350326,peak_02881,13
chr5,2364778,2365165,peak_00174,694
chr5,2394945,2396431,peak_00801,71
chr5,2404470,2406328,peak_00891,823
chr5,2438708,2439250,peak_04079,436
chr5,2491771,2492225,peak_04469,237
chr5,2579940,2581828,peak_04053,648
chr5,2582522,2582909,peak_02760,283
chr5,2600073,2600453,peak_01306,615
chr5,2624500,2625381,peak_02794,820
chr5,2636723,2638523,peak_03140,65
chr5,2637645,2639605,peak_00385,571
chr5,2651559,2652736,peak_04076,747
chr5,2652425,2653175,peak_03431,108
chr5,2652664,2653762,peak_00760,617
chr5,2710637,2710860,peak_00780,778
chr5,2717632,2718484,peak_03593,707
chr5,2724260,2724880,peak_04517,933
chr5,2731280,2732042,peak_04433,613
chr5,2738676,2740499,peak_04409,20
chr5,2740619,2740962,peak_01631,805
chr5,2838299,2839723,peak_00400,50
chr5,2839876,2840677,peak_04381,852
chr5,2856256,2857732,peak_00659,807
chr5,2862318,2863280,peak_02518,721
chr5,2870363,2871289,peak_01584,618
chr5,2875728,2877295,peak_01812,159
chr5,2880215,2881331,peak_00068,786
chr5,2882802,2884360,peak_04392,279
chr5,2886736,2888136,peak_04077,205
chr5,2888360,2888536,peak_03212,387
chr5,2891254,2893064,peak_00975,569
chr5,2916036,2916200,peak_01563,953
chr5,2924934,2925933,peak_01265,902
chr5,2934985,2935665,peak_04263,307
chr5,2938596,2939827,peak_03422,129
chr5,2947164,2948268,peak_04267,652
chr5,2968864,2970456,peak_01412,743
chr5,2998871,2999452,peak_03841,125
chr5,3005117,3005246,peak_04370,292
chr5,3031916,3033895,peak_01467,682
chr5,3053753,3054941,peak_00397,657
chr5,3093098,3094839,peak_02162,170
